caption_id,image_id,caption,image_path,url
19,11397,,training/l/living_room/ADE_train_00011397.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011397.jpg
20,7115,,training/d/dining_room/ADE_train_00007115.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007115.jpg
21,901,,training/l/living_room/ADE_train_00000901.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000901.jpg
22,9576,,training/h/hotel_room/ADE_train_00009576.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009576.jpg
23,11192,,training/l/living_room/ADE_train_00011192.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011192.jpg
24,11199,,training/l/living_room/ADE_train_00011199.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011199.jpg
25,4178,,training/b/bedroom/ADE_train_00004178.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004178.jpg
26,352,,training/b/bedroom/ADE_train_00000352.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000352.jpg
27,10305,,training/k/kitchen/ADE_train_00010305.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010305.jpg
28,8444,,training/g/garage/indoor/ADE_train_00008444.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/garage/indoor/ADE_train_00008444.jpg
29,15191,,training/p/parlor/ADE_train_00015191.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015191.jpg
30,896,,training/l/living_room/ADE_train_00000896.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000896.jpg
31,16825,,training/s/staircase/ADE_train_00016825.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/s/staircase/ADE_train_00016825.jpg
32,460,,training/b/bedroom/ADE_train_00000460.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000460.jpg
33,2657,,training/b/bathroom/ADE_train_00002657.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002657.jpg
34,1927,,training/a/attic/ADE_train_00001927.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001927.jpg
35,101098,,validation/b/bathroom/ADE_val_00001098.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00001098.jpg
36,4016,,training/b/bedroom/ADE_train_00004016.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004016.jpg
37,11126,,training/l/living_room/ADE_train_00011126.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011126.jpg
38,11319,,training/l/living_room/ADE_train_00011319.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011319.jpg
39,944,,training/p/pantry/ADE_train_00000944.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/pantry/ADE_train_00000944.jpg
40,15538,,training/p/poolroom/home/ADE_train_00015538.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/poolroom/home/ADE_train_00015538.jpg
41,10650,,training/k/kitchen/ADE_train_00010650.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010650.jpg
42,10895,,training/l/laundromat/ADE_train_00010895.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/laundromat/ADE_train_00010895.jpg
43,9670,,training/h/hotel_room/ADE_train_00009670.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009670.jpg
44,2781,,training/b/bathroom/ADE_train_00002781.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002781.jpg
45,101512,,validation/l/living_room/ADE_val_00001512.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/l/living_room/ADE_val_00001512.jpg
46,101469,,validation/k/kitchen/ADE_val_00001469.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00001469.jpg
47,100459,,validation/k/kitchen/ADE_val_00000459.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000459.jpg
48,3793,,training/b/bedroom/ADE_train_00003793.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003793.jpg
49,9542,,training/h/hotel_room/ADE_train_00009542.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009542.jpg
50,2584,,training/b/bathroom/ADE_train_00002584.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002584.jpg
51,606,,training/k/kitchen/ADE_train_00000606.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00000606.jpg
52,2675,,training/b/bathroom/ADE_train_00002675.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002675.jpg
53,10378,,training/k/kitchen/ADE_train_00010378.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010378.jpg
54,192,,training/b/bedroom/ADE_train_00000192.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000192.jpg
55,9581,,training/h/hotel_room/ADE_train_00009581.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/hotel_room/ADE_train_00009581.jpg
56,11098,,training/l/living_room/ADE_train_00011098.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011098.jpg
57,13899,,training/n/nursery/ADE_train_00013899.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/n/nursery/ADE_train_00013899.jpg
58,3721,,training/b/bedroom/ADE_train_00003721.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003721.jpg
59,647,,training/k/kitchen/ADE_train_00000647.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00000647.jpg
60,9318,,training/h/home_office/ADE_train_00009318.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/h/home_office/ADE_train_00009318.jpg
61,4095,,training/b/bedroom/ADE_train_00004095.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004095.jpg
62,24,,training/b/bathroom/ADE_train_00000024.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000024.jpg
63,100246,,validation/c/childs_room/ADE_val_00000246.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/c/childs_room/ADE_val_00000246.jpg
64,319,,training/b/bedroom/ADE_train_00000319.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00000319.jpg
65,2481,,training/b/basement/ADE_train_00002481.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/basement/ADE_train_00002481.jpg
66,10284,,training/k/kitchen/ADE_train_00010284.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010284.jpg
67,8480,,training/g/garage/indoor/ADE_train_00008480.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/garage/indoor/ADE_train_00008480.jpg
68,10169,,training/k/kitchen/ADE_train_00010169.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010169.jpg
69,20174,,training/y/youth_hostel/ADE_train_00020174.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/y/youth_hostel/ADE_train_00020174.jpg
70,15169,,training/p/parlor/ADE_train_00015169.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/parlor/ADE_train_00015169.jpg
71,2735,,training/b/bathroom/ADE_train_00002735.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002735.jpg
72,6773,,training/d/dinette/home/ADE_train_00006773.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dinette/home/ADE_train_00006773.jpg
73,4113,,training/b/bedroom/ADE_train_00004113.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004113.jpg
74,100317,,validation/d/dining_room/ADE_val_00000317.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/d/dining_room/ADE_val_00000317.jpg
75,8393,,training/g/game_room/ADE_train_00008393.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008393.jpg
76,6878,,training/d/dining_room/ADE_train_00006878.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006878.jpg
77,11303,,training/l/living_room/ADE_train_00011303.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011303.jpg
78,4135,,training/b/bedroom/ADE_train_00004135.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004135.jpg
79,13886,,training/n/nursery/ADE_train_00013886.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/n/nursery/ADE_train_00013886.jpg
80,7233,,training/d/dining_room/ADE_train_00007233.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007233.jpg
81,4086,,training/b/bedroom/ADE_train_00004086.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004086.jpg
82,19938,,training/w/wet_bar/ADE_train_00019938.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/w/wet_bar/ADE_train_00019938.jpg
83,1968,,training/a/attic/ADE_train_00001968.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/a/attic/ADE_train_00001968.jpg
84,11308,,training/l/living_room/ADE_train_00011308.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011308.jpg
85,2928,,training/b/bathroom/ADE_train_00002928.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002928.jpg
86,7362,,training/d/dorm_room/ADE_train_00007362.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dorm_room/ADE_train_00007362.jpg
87,760,,training/l/living_room/ADE_train_00000760.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00000760.jpg
88,56,,training/b/bathroom/ADE_train_00000056.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00000056.jpg
89,4094,,training/b/bedroom/ADE_train_00004094.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00004094.jpg
90,101379,,validation/g/garage/indoor/ADE_val_00001379.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/g/garage/indoor/ADE_val_00001379.jpg
91,15419,,training/p/playroom/ADE_train_00015419.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/p/playroom/ADE_train_00015419.jpg
92,2779,,training/b/bathroom/ADE_train_00002779.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002779.jpg
93,5464,,training/c/childs_room/ADE_train_00005464.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/childs_room/ADE_train_00005464.jpg
94,11332,,training/l/living_room/ADE_train_00011332.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011332.jpg
95,6984,,training/d/dining_room/ADE_train_00006984.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006984.jpg
96,100460,,validation/k/kitchen/ADE_val_00000460.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/k/kitchen/ADE_val_00000460.jpg
97,101088,,validation/b/bathroom/ADE_val_00001088.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00001088.jpg
98,3397,,training/b/bedroom/ADE_train_00003397.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bedroom/ADE_train_00003397.jpg
99,6952,,training/d/dining_room/ADE_train_00006952.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00006952.jpg
100,101099,,validation/b/bathroom/ADE_val_00001099.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00001099.jpg
101,11173,,training/l/living_room/ADE_train_00011173.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011173.jpg
102,8395,,training/g/game_room/ADE_train_00008395.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/g/game_room/ADE_train_00008395.jpg
103,100095,,validation/b/bathroom/ADE_val_00000095.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/validation/b/bathroom/ADE_val_00000095.jpg
104,10601,,training/k/kitchen/ADE_train_00010601.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/k/kitchen/ADE_train_00010601.jpg
105,2721,,training/b/bathroom/ADE_train_00002721.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bathroom/ADE_train_00002721.jpg
106,5767,,training/c/closet/ADE_train_00005767.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/c/closet/ADE_train_00005767.jpg
107,19930,,training/w/wet_bar/ADE_train_00019930.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/w/wet_bar/ADE_train_00019930.jpg
108,7205,,training/d/dining_room/ADE_train_00007205.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007205.jpg
109,11185,,training/l/living_room/ADE_train_00011185.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/l/living_room/ADE_train_00011185.jpg
110,7137,,training/d/dining_room/ADE_train_00007137.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007137.jpg
111,7204,,training/d/dining_room/ADE_train_00007204.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/d/dining_room/ADE_train_00007204.jpg
112,4452,,training/b/bow_window/indoor/ADE_train_00004452.jpg,https://jarvis.ling.uni-potsdam.de/clp-pmvss21-1/jupyter/user/alatif/view/data/ImageCorpora/ADE20K_2016_07_26/images/training/b/bow_window/indoor/ADE_train_00004452.jpg
